UMG ORD,UMG NA,Synthetic,"-44,000",23.6350,"-49,500","-1,039,940",EUR,1.0851,Equity,"-1,224,469","183,670",15.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VPC SPECIALTY LENDING INVESTS ORD,VSL LN,Cash,"1,070,295",0.8380,"896,907","896,907",GBP,1.2352,Equity,"1,368,428","907,794",66.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFRICA OPPORTUNITY ORD,AOF LN,Fully Paid,"2,760,062",0.5400,"1,490,433","1,490,433",USD,1.0000,Equity,"1,490,433","1,490,433",100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALLIED MINDS ORD,ALM LN,Fully Paid,"18,462,237",0.1385,"2,557,020","2,557,020",GBP,1.2352,Equity,"3,901,294","3,901,294",100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMEDEO AIR FOUR PLUS ORD,AA4 LN,Fully Paid,"23,788,430",0.4000,"9,515,372","9,515,372",GBP,1.2352,Equity,"14,517,784","14,517,784",100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASEANA PROPERTIES ORD,ASPL LN,Fully Paid,"8,000,000",0.1400,"1,120,000","1,120,000",USD,1.0000,Equity,"1,120,000","1,120,000",100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DORIC NIMROD AIR TWO LTD,DNA2 LN,Fully Paid,"4,242,783",1.0350,"4,391,280","4,391,280",GBP,1.2352,Equity,"6,699,860","6,699,860",100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENERGYO SOLUTIONS INVEST ORD,EOS SF,Fully Paid,"909,529",0.0000,0,0,SEK,0.0962,Equity,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JPEL PRIVATE EQUITY ORD,JPEL LN,Fully Paid,"445,179",1.1400,"507,504","507,504",USD,1.0000,Equity,"507,504","507,504",100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KUBERA CROSS-BORDER FUND,KUBC LN,Fully Paid,"4,518,981",0.0500,"225,949","225,949",USD,1.0000,Equity,"225,949","225,949",100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIFE SETTLEMENT ASSETS ORD,LSAA LN,Fully Paid,"3,099,584",1.4600,"4,525,393","4,525,393",USD,1.0000,Equity,"4,525,393","4,525,393",100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYANMAR INVESTMENTS INT ORD,MIL LN,Fully Paid,"3,252,693",0.0750,"243,952","243,952",USD,1.0000,Equity,"243,952","243,952",100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RIVERSTONE CREDIT OPPS INC ORD,RCOI LN,Fully Paid,"5,738,583",0.9325,"5,351,229","5,351,229",USD,1.0000,Equity,"5,351,229","5,351,229",100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RIVERSTONE ENERGY ORD,RSE LN,Fully Paid,"838,314",5.9400,"4,979,585","4,979,585",GBP,1.2352,Equity,"7,597,448","7,597,448",100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VPC SPECIALTY LENDING INVESTS ORD,VSL LN,Fully Paid,"6,664,284",0.8380,"5,584,670","5,584,670",GBP,1.2352,Equity,"8,520,637","8,520,637",100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Pound Forward Cash,GBP.F,Cash,"-12,500,000",1.0000,"-12,500,000","-12,500,000",GBP,1.2352,FFX,"-19,071,488","667,502",3.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Euro Forward Cash,EUR.F,Cash,"-17,500,000",1.0000,"-17,500,000","-17,500,000",EUR,1.0851,FFX,"-20,605,235","721,183",3.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States Dollar Forward Cash,USD.F,Cash,"31,597,694",1.0000,"31,597,694","31,597,694",USD,1.0000,FFX,"31,597,694","315,977",1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISHARES NASDAQ BIOTECHNOLOGY,IBB,Cash,"-7,800",134.8000,"-1,051,440","-1,051,440",USD,1.0000,Fund,"-1,051,440","157,716",15.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baring Vostok,BARVTCO,Fully Paid,"1,509,000",0.0000,0,0,USD,1.0000,Fund,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSBCDRAGON,820 HK,Fully Paid,"1,236,299",16.0600,"19,854,962","19,854,962",HKD,0.1276,Fund,"323,413","323,413",100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E-Mini Russ 2000  Mar23,RTYH3 Index,Cash,-92,"1,899.1000","-250,160","-8,735,860",USD,1.0000,Future,"-8,735,860","1,090,795",12.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EURO STOXX 50     Mar23,VGH3 Index,Cash,-13,"4,157.0000","-25,285","-540,410",EUR,1.0851,Future,"-636,301","86,463",13.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FTSE CHINA A50    Feb23,XUG3 Index,Cash,-175,"14,099.0000","17,325","-2,467,325",USD,1.0000,Future,"-2,467,325","360,340",14.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NASDAQ 100 E-MINI Mar23,NQH3 Index,Cash,-8,"11,992.5000","-5,336","-1,918,800",USD,1.0000,Future,"-1,918,800","202,074",10.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S&P500 EMINI FUT  Mar23,ESH3 Index,Cash,-45,"4,041.0000","31,838","-9,092,250",USD,1.0000,Future,"-9,092,250","1,046,492",11.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australian Dollars,AUD,Cash,"-1,651,973",1.0000,"-1,651,973","-1,651,973",AUD,0.7060,Spot,"-1,166,293",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canadian Dollars,CAD,Cash,"-1,137,582",1.0000,"-1,137,582","-1,137,582",CAD,0.7470,Spot,"-849,766",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Pounds,GBP,Cash,"4,191,040",1.0000,"4,191,040","4,191,040",GBP,1.2352,Spot,"5,176,773",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States Dollars,USD,Cash,"2,947,793",1.0000,"2,947,793","2,947,793",USD,1.0000,Spot,"2,947,793",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
